x,p,k,epsilon
524.234234234,-0.0972573603189,1.20647768546,0.00801890118815
526.306306306,-0.0890037640459,1.21168802897,0.00809768597298
528.378378378,-0.0793866202715,1.21900339955,0.008205313502
530.45045045,-0.0767805769787,1.21573846117,0.00816635905238
532.522522523,-0.070427385392,1.21877489372,0.00821600932848
534.594594595,-0.0640741937933,1.22181132626,0.00826565960468
536.666666667,-0.0577210021647,1.22484775882,0.00831530988115
538.738738739,-0.049387522707,1.23093344566,0.00840744687923
540.810810811,-0.042358466463,1.23499816004,0.0084709434214
542.882882883,-0.0394382912025,1.23290390561,0.00844846289757
544.954954955,-0.0337441859989,1.23552735788,0.00849311717124
547.027027027,-0.028050080777,1.23815081016,0.00853777144503
549.099099099,-0.0223559755364,1.24077426244,0.00858242571894
551.171171171,-0.0139374873773,1.24764418839,0.00868676436952
553.243243243,-0.00927119501379,1.24858179768,0.008706903474
555.315315315,-0.00601772888989,1.24758381947,0.00870032133847
557.387387387,-0.000912816071563,1.24978878423,0.00873977024429
559.459459459,0.00419209676968,1.251993749,0.00877921915019
561.531531532,0.00929700962054,1.25419871376,0.00881866805611
563.603603604,0.0177751173709,1.26175431475,0.00893385949297
565.675675676,0.0203340335104,1.25974172212,0.00891243635347
567.747747748,0.0239050663732,1.25975121137,0.00892081510434
569.81981982,0.0284817023101,1.26154068956,0.00895497679323
571.891891892,0.0330583382731,1.26333016776,0.00898913848209
573.963963964,0.0380329913106,1.26576554422,0.00903249497553
576.036036036,0.0459990402212,1.27305042677,0.00914486166222
578.108108108,0.046850373925,1.26851263984,0.0090874639905
580.18018018,0.0506973497568,1.26943239973,0.00910958943328
582.252252252,0.0547993057281,1.27081668976,0.00913848364672
584.324324324,0.0589012617206,1.27220097979,0.00916737786007
586.396396396,0.0640597267772,1.27534842525,0.00922147718704
588.468468468,0.0699297457981,1.27960947409,0.00929115877613
590.540540541,0.0710068109392,1.27570364096,0.00924318330165
592.612612613,0.074681794371,1.27669901076,0.0092669189527
594.684684685,0.0783567778091,1.27769438055,0.00929065460369
596.756756757,0.0820317612597,1.27868975034,0.00931439025456
598.828828829,0.0873177645128,1.28246459717,0.00937797089945
600.900900901,0.0913598690538,1.28393723167,0.0094079110664
602.972972973,0.0928535520009,1.28103196252,0.00937486321965
605.045045045,0.0961440356956,1.28165932168,0.00939362644655
607.117117117,0.0994345193969,1.28228668083,0.00941238967333
609.189189189,0.102725003104,1.28291403998,0.00943115290001
611.261261261,0.108074011835,1.28723286319,0.00950291033985
613.333333333,0.110557408211,1.28616795282,0.00949646715271
615.405405405,0.1123927347,1.28416602059,0.00947696089498
617.477477477,0.115336382439,1.28444965506,0.00949100457824
619.54954955,0.118280030182,1.28473328953,0.00950504826128
621.621621622,0.121223677927,1.28501692399,0.00951909194425
623.693693694,0.126568002229,1.2897994798,0.00959772929644
625.765765766,0.127753820335,1.28645427939,0.0095585112418
627.837837838,0.129850446535,1.28525984376,0.00955110964344
629.90990991,0.132480242773,1.28522628108,0.0095607419781
631.981981982,0.135110039012,1.28519271839,0.00957037431241
634.054054054,0.138097877764,1.28586415149,0.00959011797634
636.126126126,0.142738214239,1.289765315,0.00965610363326
638.198198198,0.143145988639,1.28496086026,0.00959599428831
640.27027027,0.145422727345,1.28448126623,0.0095992593336
642.342342342,0.147767176353,1.28415835664,0.00960482035586
644.414414414,0.150111625364,1.28383544704,0.00961038137776
646.486486486,0.153203719045,1.28506744865,0.00963819865998
648.558558559,0.15651441795,1.28664876606,0.00967066933098
650.630630631,0.157194254777,1.28258984052,0.00962169465962
652.702702703,0.159278178669,1.2820060138,0.0096235331701
654.774774775,0.161362102564,1.28142218707,0.00962537168041
656.846846847,0.163446026463,1.28083836034,0.00962721019043
658.918918919,0.166574437441,1.28256046761,0.00966196481392
660.990990991,0.168786132232,1.28207763381,0.00966464196093
663.063063063,0.169718046031,1.27882920462,0.00962764528927
665.135135135,0.171563327114,1.27801282436,0.00962611030134
667.207207207,0.1734086082,1.2771964441,0.00962457531314
669.279279279,0.175253889287,1.27638006383,0.00962304032476
671.351351351,0.17835702561,1.27852572685,0.00966364813887
673.423423423,0.179676903721,1.27622588864,0.00964015889672
675.495495495,0.180780353683,1.27370045819,0.00961373576776
677.567567568,0.182406202638,1.27267928248,0.00960917267647
679.63963964,0.184032051589,1.27165810676,0.00960460958483
681.711711712,0.185657900539,1.27063693103,0.00960004649309
683.783783784,0.188681927036,1.27314360388,0.00964548709802
685.855855856,0.189291233233,1.2692632522,0.00959931570521
687.927927928,0.190494921614,1.26737764043,0.00958212463764
690,0.191918133096,1.26617839554,0.00957487061205
692.072072072,0.193341344571,1.26497915063,0.00956761658601
694.144144144,0.195010803808,1.26444845484,0.00956979888543
696.216216216,0.197418473407,1.26589193493,0.00959972224459
698.288288288,0.197725395525,1.26137978202,0.00954453049892
700.36036036,0.198960802162,1.26002783701,0.00953490991825
702.432432432,0.2001962088,1.258675892,0.00952528933748
704.504504504,0.201431615437,1.25732394696,0.00951566875635
