"nut","k","p","epsilon","U:0","U:1","U:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0015733,0.057679,0.4134,0.18433,8.1569,0.020015,0.001896,1,0.8976,7.65,0.8976,0.817
0.0016428,0.056584,0.41276,0.17584,7.813,0.018143,0.0014499,1,0.9248,7.65,0.9248,0.817
0.001667,0.052057,0.41237,0.15479,7.5091,0.015074,0.0008885,1,0.952,7.65,0.952,0.817
0.0016912,0.04753,0.41198,0.13374,7.2052,0.012004,0.00032712,1,0.9792,7.65,0.9792,0.817
0.0017154,0.043004,0.41158,0.11269,6.9013,0.0089351,-0.00023426,1,1.0064,7.65,1.0064,0.817
0.0017396,0.038477,0.41119,0.091645,6.5974,0.0058657,-0.00079564,1,1.0336,7.65,1.0336,0.817
0.0018388,0.033371,0.41109,0.074138,6.5624,0.0056357,-0.0013183,1,1.0608,7.65,1.0608,0.817
0.001946,0.028207,0.41102,0.057016,6.5558,0.0057052,-0.0018369,1,1.088,7.65,1.088,0.817
0.0020533,0.023044,0.41096,0.039893,6.5491,0.0057747,-0.0023555,1,1.1152,7.65,1.1152,0.817
0.0021606,0.017881,0.41089,0.022771,6.5424,0.0058443,-0.0028741,1,1.1424,7.65,1.1424,0.817
0.0022773,0.013413,0.41082,0.0079628,6.5367,0.0057345,-0.0033674,1,1.1696,7.65,1.1696,0.817
0.0024519,0.013148,0.41073,0.0071257,6.5369,0.0045549,-0.0037096,1,1.1968,7.65,1.1968,0.817
0.0026265,0.012883,0.41064,0.0062887,6.537,0.0033752,-0.0040518,1,1.224,7.65,1.224,0.817
0.0028011,0.012617,0.41054,0.0054516,6.5372,0.0021956,-0.004394,1,1.2512,7.65,1.2512,0.817
0.0029758,0.012352,0.41045,0.0046146,6.5374,0.0010159,-0.0047361,1,1.2784,7.65,1.2784,0.817
0.0030839,0.012188,0.4104,0.0040957,6.5375,0.00023988,-0.0049479,1,1.3056,7.65,1.3056,0.817
0.0030839,0.012188,0.4104,0.0040957,6.5375,0.00011943,-0.0049478,1,1.3328,7.65,1.3328,0.817
0.0030839,0.012188,0.4104,0.0040957,6.5375,-1.0081e-06,-0.0049477,1,1.36,7.65,1.36,0.817
0.0030839,0.012188,0.4104,0.0040957,6.5375,-0.00012145,-0.0049476,1,1.3872,7.65,1.3872,0.817
0.0030839,0.012188,0.4104,0.0040957,6.5375,-0.00024189,-0.0049475,1,1.4144,7.65,1.4144,0.817
0.0029758,0.012352,0.41046,0.0046138,6.5374,-0.0010184,-0.0047356,1,1.4416,7.65,1.4416,0.817
0.0028012,0.012617,0.41055,0.0054509,6.5372,-0.0021978,-0.0043933,1,1.4688,7.65,1.4688,0.817
0.0026266,0.012883,0.41065,0.0062879,6.537,-0.0033772,-0.004051,1,1.496,7.65,1.496,0.817
0.002452,0.013148,0.41074,0.0071249,6.5369,-0.0045566,-0.0037088,1,1.5232,7.65,1.5232,0.817
0.0022773,0.013413,0.41083,0.007962,6.5367,-0.005736,-0.0033665,1,1.5504,7.65,1.5504,0.817
0.0021604,0.017877,0.41091,0.022759,6.5424,-0.0058444,-0.0028732,1,1.5776,7.65,1.5776,0.817
0.0020531,0.02304,0.41097,0.039881,6.5491,-0.0057745,-0.0023546,1,1.6048,7.65,1.6048,0.817
0.0019458,0.028203,0.41104,0.057003,6.5557,-0.0057045,-0.0018361,1,1.632,7.65,1.632,0.817
0.0018386,0.033366,0.41111,0.074126,6.5624,-0.0056346,-0.0013176,1,1.6592,7.65,1.6592,0.817
0.0017394,0.038473,0.41121,0.091634,6.5974,-0.0058644,-0.00079497,1,1.6864,7.65,1.6864,0.817
0.0017152,0.043,0.4116,0.11268,6.9013,-0.0089335,-0.00023381,1,1.7136,7.65,1.7136,0.817
0.001691,0.047527,0.412,0.13373,7.2052,-0.012003,0.00032736,1,1.7408,7.65,1.7408,0.817
0.0016668,0.052054,0.41239,0.15478,7.5091,-0.015072,0.00088852,1,1.768,7.65,1.768,0.817
0.0016427,0.056581,0.41279,0.17583,7.813,-0.018141,0.0014497,1,1.7952,7.65,1.7952,0.817
0.0015734,0.057683,0.41342,0.18434,8.157,-0.020014,0.0018954,1,1.8224,7.65,1.8224,0.817
0.0014135,0.051924,0.41452,0.16773,8.5809,-0.019492,0.0021103,1,1.8496,7.65,1.8496,0.817
0.0012536,0.046166,0.41563,0.15113,9.0049,-0.018971,0.0023253,1,1.8768,7.65,1.8768,0.817
0.0010936,0.040407,0.41674,0.13453,9.4289,-0.01845,0.0025402,1,1.904,7.65,1.904,0.817
0.00093369,0.034649,0.41784,0.11793,9.8528,-0.017929,0.0027551,1,1.9312,7.65,1.9312,0.817
0.00083081,0.028882,0.41871,0.098117,10.106,-0.016352,0.0028355,1,1.9584,7.65,1.9584,0.817
0.00077093,0.023118,0.41939,0.075922,10.231,-0.013983,0.0028148,1,1.9856,7.65,1.9856,0.817
0.00071105,0.017354,0.42008,0.053728,10.356,-0.011615,0.0027941,1,2.0128,7.65,2.0128,0.817
0.00065117,0.011589,0.42077,0.031534,10.481,-0.0092466,0.0027734,1,2.04,7.65,2.04,0.817
0.00059129,0.0058249,0.42145,0.0093394,10.605,-0.0068782,0.0027527,1,2.0672,7.65,2.0672,0.817
0.00073221,0.0043329,0.42214,0.0043217,10.626,-0.0073317,0.0027394,1,2.0944,7.65,2.0944,0.817
0.0009205,0.0038505,0.42283,0.0033592,10.622,-0.0084492,0.0027278,1,2.1216,7.65,2.1216,0.817
0.0011088,0.0033681,0.42353,0.0023966,10.617,-0.0095667,0.0027162,1,2.1488,7.65,2.1488,0.817
0.0012971,0.0028857,0.42422,0.0014341,10.613,-0.010684,0.0027047,1,2.176,7.65,2.176,0.817
0.0014826,0.0024214,0.4249,0.00051368,10.609,-0.01171,0.0026915,1,2.2032,7.65,2.2032,0.817
0.0016119,0.0023194,0.42541,0.00043705,10.607,-0.0109,0.0026458,1,2.2304,7.65,2.2304,0.817
0.0017413,0.0022174,0.42591,0.00036041,10.605,-0.010091,0.0026002,1,2.2576,7.65,2.2576,0.817
0.0018707,0.0021154,0.42642,0.00028378,10.603,-0.0092821,0.0025546,1,2.2848,7.65,2.2848,0.817
0.0020001,0.0020133,0.42693,0.00020715,10.601,-0.008473,0.002509,1,2.312,7.65,2.312,0.817
0.0020371,0.0019869,0.4275,0.00024144,10.602,-0.0079334,0.0024731,1,2.3392,7.65,2.3392,0.817
0.0018436,0.002149,0.42827,0.00055296,10.608,-0.0080674,0.0024613,1,2.3664,7.65,2.3664,0.817
0.0016501,0.0023112,0.42903,0.00086449,10.615,-0.0082014,0.0024496,1,2.3936,7.65,2.3936,0.817
0.0014567,0.0024734,0.42979,0.001176,10.622,-0.0083354,0.0024378,1,2.4208,7.65,2.4208,0.817
0.0012632,0.0026356,0.43055,0.0014875,10.629,-0.0084694,0.002426,1,2.448,7.65,2.448,0.817
0.0012605,0.0064666,0.43099,0.0079386,10.618,-0.0090426,0.0023902,1,2.4752,7.65,2.4752,0.817
0.0014314,0.013632,0.43114,0.01997,10.59,-0.010016,0.0023326,1,2.5024,7.65,2.5024,0.817
0.0016022,0.020798,0.43129,0.032001,10.562,-0.010989,0.002275,1,2.5296,7.65,2.5296,0.817
0.0017731,0.027963,0.43144,0.044032,10.534,-0.011962,0.0022174,1,2.5568,7.65,2.5568,0.817
0.0019439,0.035128,0.43159,0.056063,10.507,-0.012935,0.0021598,1,2.584,7.65,2.584,0.817
0.0017356,0.042154,0.43147,0.067872,8.82,-0.011061,0.0018027,1,2.6112,7.65,2.6112,0.817
0.0014083,0.049126,0.43126,0.079589,6.615,-0.0082958,0.001352,1,2.6384,7.65,2.6384,0.817
0.001081,0.056098,0.43105,0.091305,4.41,-0.005531,0.00090129,1,2.6656,7.65,2.6656,0.817
0.00075374,0.06307,0.43085,0.10302,2.205,-0.0027662,0.00045059,1,2.6928,7.65,2.6928,0.817
0.00042631,0.070049,0.43064,0.11476,0,0,0,1,2.72,7.65,2.72,0.817
